index	N	x	epsilon	
1820	NaN	NaN	NaN
1821	NaN	NaN	NaN
1822	NaN	NaN	NaN
1823	NaN	NaN	NaN
1824	NaN	NaN	NaN
1825	NaN	NaN	NaN
1826	NaN	NaN	NaN
1827	NaN	NaN	NaN
1828	NaN	NaN	NaN
1829	NaN	NaN	NaN
1830	NaN	NaN	NaN
1831	NaN	NaN	NaN
1832	NaN	NaN	NaN
1833	NaN	NaN	NaN
1834	NaN	NaN	NaN
1835	NaN	NaN	NaN
1836	NaN	NaN	NaN
1837	NaN	NaN	NaN
1838	NaN	NaN	NaN
1839	NaN	NaN	NaN
1840	NaN	NaN	NaN
1841	NaN	NaN	NaN
1842	NaN	NaN	NaN
1843	NaN	NaN	NaN
1844	NaN	NaN	NaN
1845	NaN	NaN	NaN
1846	NaN	NaN	NaN
1847	NaN	NaN	NaN
1848	NaN	NaN	NaN
1849	NaN	NaN	NaN
1850	NaN	NaN	NaN
1851	NaN	NaN	NaN
1852	NaN	NaN	NaN
1853	NaN	NaN	NaN
1854	NaN	NaN	NaN
1855	NaN	NaN	NaN
1856	NaN	NaN	NaN
1857	NaN	NaN	NaN
1858	NaN	NaN	NaN
1859	NaN	NaN	NaN
1860	NaN	NaN	NaN
1861	NaN	NaN	NaN
1862	NaN	NaN	NaN
1863	NaN	NaN	NaN
1864	NaN	NaN	NaN
1865	NaN	NaN	NaN
1866	NaN	NaN	NaN
1867	NaN	NaN	NaN
1868	NaN	NaN	NaN
1869	NaN	NaN	NaN
1870	NaN	NaN	NaN
1871	NaN	NaN	NaN
1872	NaN	NaN	NaN
1873	NaN	NaN	NaN
1874	NaN	NaN	NaN
1875	NaN	NaN	NaN
1876	NaN	NaN	NaN
1877	NaN	NaN	NaN
1878	NaN	NaN	NaN
1879	NaN	NaN	NaN
1880	NaN	NaN	NaN
1881	NaN	NaN	NaN
1882	NaN	NaN	NaN
1883	NaN	NaN	NaN
1884	NaN	NaN	NaN
1885	NaN	NaN	NaN
1886	NaN	NaN	NaN
1887	NaN	NaN	NaN
1888	NaN	NaN	NaN
1889	NaN	NaN	NaN
1890	NaN	NaN	NaN
1891	NaN	NaN	NaN
1892	NaN	NaN	NaN
1893	NaN	NaN	NaN
1894	NaN	NaN	NaN
1895	NaN	NaN	NaN
1896	NaN	NaN	NaN
1897	NaN	NaN	NaN
1898	NaN	NaN	NaN
1899	NaN	NaN	NaN
1900	NaN	NaN	NaN
1901	NaN	NaN	NaN
1902	NaN	NaN	NaN
1903	NaN	NaN	NaN
1904	NaN	NaN	NaN
1905	NaN	NaN	NaN
1906	NaN	NaN	NaN
1907	NaN	NaN	NaN
1908	NaN	NaN	NaN
1909	NaN	NaN	NaN
1910	NaN	NaN	NaN
1911	NaN	NaN	NaN
1912	NaN	NaN	NaN
1913	NaN	NaN	NaN
1914	NaN	NaN	NaN
1915	NaN	NaN	NaN
1916	NaN	NaN	NaN
1917	NaN	NaN	NaN
1918	NaN	NaN	NaN
1919	NaN	NaN	NaN
1920	NaN	NaN	NaN
1921	NaN	NaN	NaN
1922	NaN	NaN	NaN
1923	NaN	NaN	NaN
1924	NaN	NaN	NaN
1925	NaN	NaN	NaN
1926	NaN	NaN	NaN
1927	NaN	NaN	NaN
1928	NaN	NaN	NaN
1929	NaN	NaN	NaN
1930	NaN	NaN	NaN
1931	NaN	NaN	NaN
1932	NaN	NaN	NaN
1933	NaN	NaN	NaN
1934	NaN	NaN	NaN
1935	NaN	NaN	NaN
1936	NaN	NaN	NaN
1937	NaN	NaN	NaN
1938	NaN	NaN	NaN
1939	NaN	NaN	NaN
1940	NaN	NaN	NaN
1941	NaN	NaN	NaN
1942	NaN	NaN	NaN
1943	NaN	NaN	NaN
1944	NaN	NaN	NaN
1945	NaN	NaN	NaN
1946	NaN	NaN	NaN
1947	NaN	NaN	NaN
1948	NaN	NaN	NaN
1949	NaN	NaN	NaN
1950	NaN	NaN	NaN
1951	NaN	NaN	NaN
1952	NaN	NaN	NaN
1953	NaN	NaN	NaN
1954	NaN	NaN	NaN
1955	NaN	NaN	NaN
1956	NaN	NaN	NaN
1957	NaN	NaN	NaN
1958	NaN	NaN	NaN
1959	NaN	NaN	NaN
1960	NaN	NaN	NaN
1961	NaN	NaN	NaN
1962	NaN	NaN	NaN
1963	NaN	NaN	NaN
1964	NaN	NaN	NaN
1965	NaN	NaN	NaN
1966	NaN	NaN	NaN
1967	NaN	NaN	NaN
1968	NaN	NaN	NaN
1969	NaN	NaN	NaN
1970	NaN	NaN	NaN
1971	NaN	NaN	NaN
1972	NaN	NaN	NaN
1973	NaN	NaN	NaN
1974	NaN	NaN	NaN
1975	NaN	NaN	NaN
1976	NaN	NaN	NaN
1977	NaN	NaN	NaN
1978	NaN	NaN	NaN
1979	NaN	NaN	NaN
1980	NaN	NaN	NaN
1981	NaN	NaN	NaN
1982	NaN	NaN	NaN
1983	NaN	NaN	NaN
1984	NaN	NaN	NaN
1985	NaN	NaN	NaN
1986	NaN	NaN	NaN
1987	NaN	NaN	NaN
1988	NaN	NaN	NaN
1989	NaN	NaN	NaN
1990	NaN	NaN	NaN
1991	NaN	NaN	NaN
1992	NaN	NaN	NaN
1993	NaN	NaN	NaN
1994	NaN	NaN	NaN
1995	NaN	NaN	NaN
1996	NaN	NaN	NaN
1997	NaN	NaN	NaN
1998	NaN	NaN	NaN
1999	NaN	NaN	NaN
2000	NaN	NaN	NaN
2001	NaN	NaN	NaN
2002	NaN	NaN	NaN
2003	NaN	NaN	NaN
2004	NaN	NaN	NaN
2005	NaN	NaN	NaN
2006	NaN	NaN	NaN
2007	NaN	NaN	NaN
2008	NaN	NaN	NaN
2009	NaN	NaN	NaN
2010	NaN	NaN	NaN
2011	NaN	NaN	NaN
2012	NaN	NaN	NaN
2013	NaN	NaN	NaN
2014	NaN	NaN	NaN
2015	NaN	NaN	NaN
2016	NaN	NaN	NaN
2017	NaN	NaN	NaN
2018	NaN	NaN	NaN
2019	NaN	NaN	NaN
2020	NaN	NaN	NaN
2021	NaN	NaN	NaN
2022	NaN	NaN	NaN
2023	NaN	NaN	NaN
2024	NaN	NaN	NaN
2025	NaN	NaN	NaN
2026	NaN	NaN	NaN
2027	NaN	NaN	NaN
2028	NaN	NaN	NaN
2029	NaN	NaN	NaN
2030	NaN	NaN	NaN
2031	NaN	NaN	NaN
2032	NaN	NaN	NaN
2033	NaN	NaN	NaN
2034	NaN	NaN	NaN
2035	NaN	NaN	NaN
2036	NaN	NaN	NaN
2037	NaN	NaN	NaN
2038	NaN	NaN	NaN
2039	NaN	NaN	NaN
2040	NaN	NaN	NaN
2041	NaN	NaN	NaN
2042	NaN	NaN	NaN
2043	NaN	NaN	NaN
2044	NaN	NaN	NaN
2045	NaN	NaN	NaN
2046	NaN	NaN	NaN
2047	NaN	NaN	NaN
2048	NaN	NaN	NaN
2049	NaN	NaN	NaN
2050	NaN	NaN	NaN
2051	NaN	NaN	NaN
2052	NaN	NaN	NaN
2053	NaN	NaN	NaN
2054	NaN	NaN	NaN
2055	NaN	NaN	NaN
2056	NaN	NaN	NaN
2057	NaN	NaN	NaN
2058	NaN	NaN	NaN
2059	NaN	NaN	NaN
2060	NaN	NaN	NaN
2061	NaN	NaN	NaN
2062	NaN	NaN	NaN
2063	NaN	NaN	NaN
2064	NaN	NaN	NaN
2065	NaN	NaN	NaN
2066	NaN	NaN	NaN
2067	NaN	NaN	NaN
2068	NaN	NaN	NaN
2069	NaN	NaN	NaN
2070	NaN	NaN	NaN
2071	NaN	NaN	NaN
2072	NaN	NaN	NaN
2073	NaN	NaN	NaN
2074	NaN	NaN	NaN
2075	NaN	NaN	NaN
2076	NaN	NaN	NaN
2077	NaN	NaN	NaN
2078	NaN	NaN	NaN
2079	NaN	NaN	NaN
2080	NaN	NaN	NaN
2081	NaN	NaN	NaN
2082	NaN	NaN	NaN
2083	NaN	NaN	NaN
2084	NaN	NaN	NaN
2085	NaN	NaN	NaN
2086	NaN	NaN	NaN
2087	NaN	NaN	NaN
2088	NaN	NaN	NaN
2089	NaN	NaN	NaN
2090	NaN	NaN	NaN
2091	NaN	NaN	NaN
2092	NaN	NaN	NaN
2093	NaN	NaN	NaN
2094	NaN	NaN	NaN
2095	NaN	NaN	NaN
2096	NaN	NaN	NaN
2097	NaN	NaN	NaN
2098	NaN	NaN	NaN
2099	NaN	NaN	NaN
2100	NaN	NaN	NaN
2101	NaN	NaN	NaN
2102	NaN	NaN	NaN
2103	NaN	NaN	NaN
2104	NaN	NaN	NaN
2105	NaN	NaN	NaN
2106	NaN	NaN	NaN
2107	NaN	NaN	NaN
2108	NaN	NaN	NaN
2109	NaN	NaN	NaN
2110	NaN	NaN	NaN
2111	NaN	NaN	NaN
2112	NaN	NaN	NaN
2113	NaN	NaN	NaN
2114	NaN	NaN	NaN
2115	NaN	NaN	NaN
2116	NaN	NaN	NaN
2117	NaN	NaN	NaN
2118	NaN	NaN	NaN
2119	NaN	NaN	NaN
2120	NaN	NaN	NaN
2121	NaN	NaN	NaN
2122	NaN	NaN	NaN
2123	NaN	NaN	NaN
2124	NaN	NaN	NaN
2125	NaN	NaN	NaN
2126	NaN	NaN	NaN
2127	NaN	NaN	NaN
2128	NaN	NaN	NaN
2129	NaN	NaN	NaN
2130	NaN	NaN	NaN
2131	NaN	NaN	NaN
2132	NaN	NaN	NaN
2133	NaN	NaN	NaN
2134	NaN	NaN	NaN
2135	NaN	NaN	NaN
2136	NaN	NaN	NaN
2137	NaN	NaN	NaN
2138	NaN	NaN	NaN
2139	NaN	NaN	NaN
2140	NaN	NaN	NaN
2141	NaN	NaN	NaN
2142	NaN	NaN	NaN
2143	NaN	NaN	NaN
2144	NaN	NaN	NaN
2145	NaN	NaN	NaN
2146	NaN	NaN	NaN
2147	NaN	NaN	NaN
2148	NaN	NaN	NaN
2149	NaN	NaN	NaN
2150	NaN	NaN	NaN
2151	NaN	NaN	NaN
2152	NaN	NaN	NaN
2153	NaN	NaN	NaN
2154	NaN	NaN	NaN
2155	NaN	NaN	NaN
2156	NaN	NaN	NaN
2157	NaN	NaN	NaN
2158	NaN	NaN	NaN
2159	NaN	NaN	NaN
2160	NaN	NaN	NaN
2161	NaN	NaN	NaN
2162	NaN	NaN	NaN
2163	NaN	NaN	NaN
2164	NaN	NaN	NaN
2165	NaN	NaN	NaN
2166	NaN	NaN	NaN
2167	NaN	NaN	NaN
2168	NaN	NaN	NaN
2169	NaN	NaN	NaN
2170	NaN	NaN	NaN
2171	NaN	NaN	NaN
2172	NaN	NaN	NaN
2173	NaN	NaN	NaN
2174	NaN	NaN	NaN
2175	NaN	NaN	NaN
2176	NaN	NaN	NaN
2177	NaN	NaN	NaN
2178	NaN	NaN	NaN
2179	NaN	NaN	NaN
2180	NaN	NaN	NaN
2181	NaN	NaN	NaN
2182	NaN	NaN	NaN
2183	NaN	NaN	NaN
2184	NaN	NaN	NaN
2185	NaN	NaN	NaN
2186	NaN	NaN	NaN
2187	NaN	NaN	NaN
2188	NaN	NaN	NaN
2189	NaN	NaN	NaN
2190	NaN	NaN	NaN
2191	NaN	NaN	NaN
2192	NaN	NaN	NaN
2193	NaN	NaN	NaN
2194	NaN	NaN	NaN
2195	NaN	NaN	NaN
2196	NaN	NaN	NaN
2197	NaN	NaN	NaN
2198	NaN	NaN	NaN
2199	NaN	NaN	NaN
2200	NaN	NaN	NaN
2201	NaN	NaN	NaN
2202	NaN	NaN	NaN
2203	NaN	NaN	NaN
2204	NaN	NaN	NaN
2205	NaN	NaN	NaN
2206	NaN	NaN	NaN
2207	NaN	NaN	NaN
2208	NaN	NaN	NaN
2209	NaN	NaN	NaN
2210	NaN	NaN	NaN
2211	NaN	NaN	NaN
2212	NaN	NaN	NaN
2213	NaN	NaN	NaN
2214	NaN	NaN	NaN
2215	NaN	NaN	NaN
2216	NaN	NaN	NaN
2217	NaN	NaN	NaN
2218	NaN	NaN	NaN
2219	NaN	NaN	NaN
2220	NaN	NaN	NaN
2221	NaN	NaN	NaN
2222	NaN	NaN	NaN
2223	NaN	NaN	NaN
2224	NaN	NaN	NaN
2225	NaN	NaN	NaN
2226	NaN	NaN	NaN
2227	NaN	NaN	NaN
2228	NaN	NaN	NaN
2229	NaN	NaN	NaN
2230	NaN	NaN	NaN
2231	NaN	NaN	NaN
2232	NaN	NaN	NaN
2233	NaN	NaN	NaN
2234	NaN	NaN	NaN
2235	NaN	NaN	NaN
2236	NaN	NaN	NaN
2237	NaN	NaN	NaN
2238	NaN	NaN	NaN
2239	NaN	NaN	NaN
2240	NaN	NaN	NaN
2241	NaN	NaN	NaN
2242	NaN	NaN	NaN
2243	NaN	NaN	NaN
2244	NaN	NaN	NaN
2245	NaN	NaN	NaN
2246	NaN	NaN	NaN
2247	NaN	NaN	NaN
2248	NaN	NaN	NaN
2249	NaN	NaN	NaN
2250	NaN	NaN	NaN
2251	NaN	NaN	NaN
2252	NaN	NaN	NaN
2253	NaN	NaN	NaN
2254	NaN	NaN	NaN
2255	NaN	NaN	NaN
2256	NaN	NaN	NaN
2257	NaN	NaN	NaN
2258	NaN	NaN	NaN
2259	NaN	NaN	NaN
2260	NaN	NaN	NaN
2261	NaN	NaN	NaN
2262	NaN	NaN	NaN
2263	NaN	NaN	NaN
2264	NaN	NaN	NaN
2265	NaN	NaN	NaN
2266	NaN	NaN	NaN
2267	NaN	NaN	NaN
2268	NaN	NaN	NaN
2269	NaN	NaN	NaN
2270	NaN	NaN	NaN
2271	NaN	NaN	NaN
2272	NaN	NaN	NaN
2273	NaN	NaN	NaN
2274	NaN	NaN	NaN
2275	NaN	NaN	NaN
2276	NaN	NaN	NaN
2277	NaN	NaN	NaN
2278	NaN	NaN	NaN
2279	NaN	NaN	NaN
2280	NaN	NaN	NaN
2281	NaN	NaN	NaN
2282	NaN	NaN	NaN
2283	NaN	NaN	NaN
2284	NaN	NaN	NaN
2285	NaN	NaN	NaN
2286	NaN	NaN	NaN
2287	NaN	NaN	NaN
2288	NaN	NaN	NaN
2289	NaN	NaN	NaN
2290	NaN	NaN	NaN
2291	NaN	NaN	NaN
2292	NaN	NaN	NaN
2293	NaN	NaN	NaN
2294	NaN	NaN	NaN
2295	NaN	NaN	NaN
2296	NaN	NaN	NaN
2297	NaN	NaN	NaN
2298	NaN	NaN	NaN
2299	NaN	NaN	NaN
2300	NaN	NaN	NaN
2301	NaN	NaN	NaN
2302	NaN	NaN	NaN
2303	NaN	NaN	NaN
2304	NaN	NaN	NaN
2305	NaN	NaN	NaN
2306	NaN	NaN	NaN
2307	NaN	NaN	NaN
2308	NaN	NaN	NaN
2309	NaN	NaN	NaN
2310	NaN	NaN	NaN
2311	NaN	NaN	NaN
2312	NaN	NaN	NaN
2313	NaN	NaN	NaN
2314	NaN	NaN	NaN
2315	NaN	NaN	NaN
2316	NaN	NaN	NaN
2317	NaN	NaN	NaN
2318	NaN	NaN	NaN
2319	NaN	NaN	NaN
2320	NaN	NaN	NaN
2321	NaN	NaN	NaN
2322	NaN	NaN	NaN
2323	NaN	NaN	NaN
2324	NaN	NaN	NaN
2325	NaN	NaN	NaN
2326	NaN	NaN	NaN
2327	NaN	NaN	NaN
2328	NaN	NaN	NaN
2329	NaN	NaN	NaN
2330	NaN	NaN	NaN
2331	NaN	NaN	NaN
2332	NaN	NaN	NaN
2333	NaN	NaN	NaN
2334	NaN	NaN	NaN
2335	NaN	NaN	NaN
2336	NaN	NaN	NaN
2337	NaN	NaN	NaN
2338	NaN	NaN	NaN
2339	NaN	NaN	NaN
2340	NaN	NaN	NaN
2341	NaN	NaN	NaN
2342	NaN	NaN	NaN
2343	NaN	NaN	NaN
2344	NaN	NaN	NaN
2345	NaN	NaN	NaN
2346	NaN	NaN	NaN
2347	NaN	NaN	NaN
2348	NaN	NaN	NaN
2349	NaN	NaN	NaN
2350	NaN	NaN	NaN
2351	NaN	NaN	NaN
2352	NaN	NaN	NaN
2353	NaN	NaN	NaN
2354	NaN	NaN	NaN
2355	NaN	NaN	NaN
2356	NaN	NaN	NaN
2357	NaN	NaN	NaN
2358	NaN	NaN	NaN
2359	NaN	NaN	NaN
2360	NaN	NaN	NaN
2361	NaN	NaN	NaN
2362	NaN	NaN	NaN
2363	NaN	NaN	NaN
2364	NaN	NaN	NaN
2365	NaN	NaN	NaN
2366	NaN	NaN	NaN
2367	NaN	NaN	NaN
2368	NaN	NaN	NaN
2369	NaN	NaN	NaN
2370	NaN	NaN	NaN
2371	NaN	NaN	NaN
2372	NaN	NaN	NaN
2373	NaN	NaN	NaN
2374	NaN	NaN	NaN
2375	NaN	NaN	NaN
2376	NaN	NaN	NaN
2377	NaN	NaN	NaN
2378	NaN	NaN	NaN
2379	NaN	NaN	NaN
2380	NaN	NaN	NaN
2381	NaN	NaN	NaN
2382	NaN	NaN	NaN
2383	NaN	NaN	NaN
2384	NaN	NaN	NaN
2385	NaN	NaN	NaN
2386	NaN	NaN	NaN
2387	NaN	NaN	NaN
2388	NaN	NaN	NaN
2389	NaN	NaN	NaN
2390	NaN	NaN	NaN
2391	NaN	NaN	NaN
2392	NaN	NaN	NaN
2393	NaN	NaN	NaN
2394	NaN	NaN	NaN
2395	NaN	NaN	NaN
2396	NaN	NaN	NaN
2397	NaN	NaN	NaN
2398	NaN	NaN	NaN
2399	NaN	NaN	NaN
2400	NaN	NaN	NaN
2401	NaN	NaN	NaN
2402	NaN	NaN	NaN
2403	NaN	NaN	NaN
2404	NaN	NaN	NaN
2405	NaN	NaN	NaN
2406	NaN	NaN	NaN
2407	NaN	NaN	NaN
2408	NaN	NaN	NaN
2409	NaN	NaN	NaN
2410	NaN	NaN	NaN
2411	NaN	NaN	NaN
2412	NaN	NaN	NaN
2413	NaN	NaN	NaN
2414	NaN	NaN	NaN
2415	NaN	NaN	NaN
2416	NaN	NaN	NaN
2417	NaN	NaN	NaN
2418	NaN	NaN	NaN
2419	NaN	NaN	NaN
2420	NaN	NaN	NaN
2421	NaN	NaN	NaN
2422	NaN	NaN	NaN
2423	NaN	NaN	NaN
2424	NaN	NaN	NaN
2425	NaN	NaN	NaN
2426	NaN	NaN	NaN
2427	NaN	NaN	NaN
2428	NaN	NaN	NaN
2429	NaN	NaN	NaN
2430	NaN	NaN	NaN
2431	NaN	NaN	NaN
2432	NaN	NaN	NaN
2433	NaN	NaN	NaN
2434	NaN	NaN	NaN
2435	NaN	NaN	NaN
2436	NaN	NaN	NaN
2437	NaN	NaN	NaN
2438	NaN	NaN	NaN
2439	NaN	NaN	NaN
2440	NaN	NaN	NaN
2441	NaN	NaN	NaN
2442	NaN	NaN	NaN
2443	NaN	NaN	NaN
2444	NaN	NaN	NaN
2445	NaN	NaN	NaN
2446	NaN	NaN	NaN
2447	NaN	NaN	NaN
2448	NaN	NaN	NaN
2449	NaN	NaN	NaN
2450	NaN	NaN	NaN
2451	NaN	NaN	NaN
2452	NaN	NaN	NaN
2453	NaN	NaN	NaN
2454	NaN	NaN	NaN
2455	NaN	NaN	NaN
2456	NaN	NaN	NaN
2457	NaN	NaN	NaN
2458	NaN	NaN	NaN
2459	NaN	NaN	NaN
2460	NaN	NaN	NaN
2461	NaN	NaN	NaN
2462	NaN	NaN	NaN
2463	NaN	NaN	NaN
2464	NaN	NaN	NaN
2465	NaN	NaN	NaN
2466	NaN	NaN	NaN
2467	NaN	NaN	NaN
2468	NaN	NaN	NaN
2469	NaN	NaN	NaN
2470	NaN	NaN	NaN
2471	NaN	NaN	NaN
2472	NaN	NaN	NaN
2473	NaN	NaN	NaN
2474	NaN	NaN	NaN
2475	NaN	NaN	NaN
2476	NaN	NaN	NaN
2477	NaN	NaN	NaN
2478	NaN	NaN	NaN
2479	NaN	NaN	NaN
2480	NaN	NaN	NaN
2481	NaN	NaN	NaN
2482	NaN	NaN	NaN
2483	NaN	NaN	NaN
2484	NaN	NaN	NaN
2485	NaN	NaN	NaN
2486	NaN	NaN	NaN
2487	NaN	NaN	NaN
2488	NaN	NaN	NaN
2489	NaN	NaN	NaN
2490	NaN	NaN	NaN
2491	NaN	NaN	NaN
2492	NaN	NaN	NaN
2493	NaN	NaN	NaN
2494	NaN	NaN	NaN
2495	NaN	NaN	NaN
2496	NaN	NaN	NaN
2497	NaN	NaN	NaN
2498	NaN	NaN	NaN
2499	NaN	NaN	NaN
2500	NaN	NaN	NaN
2501	NaN	NaN	NaN
2502	NaN	NaN	NaN
2503	NaN	NaN	NaN
2504	NaN	NaN	NaN
2505	NaN	NaN	NaN
2506	NaN	NaN	NaN
2507	NaN	NaN	NaN
2508	NaN	NaN	NaN
2509	NaN	NaN	NaN
2510	NaN	NaN	NaN
2511	NaN	NaN	NaN
2512	NaN	NaN	NaN
2513	NaN	NaN	NaN
2514	NaN	NaN	NaN
2515	NaN	NaN	NaN
2516	NaN	NaN	NaN
2517	NaN	NaN	NaN
2518	NaN	NaN	NaN
2519	NaN	NaN	NaN
2520	NaN	NaN	NaN
2521	NaN	NaN	NaN
2522	NaN	NaN	NaN
2523	NaN	NaN	NaN
2524	NaN	NaN	NaN
2525	NaN	NaN	NaN
2526	NaN	NaN	NaN
2527	NaN	NaN	NaN
2528	NaN	NaN	NaN
2529	NaN	NaN	NaN
2530	NaN	NaN	NaN
2531	NaN	NaN	NaN
2532	NaN	NaN	NaN
2533	NaN	NaN	NaN
2534	NaN	NaN	NaN
2535	NaN	NaN	NaN
2536	NaN	NaN	NaN
2537	NaN	NaN	NaN
2538	NaN	NaN	NaN
2539	NaN	NaN	NaN
2540	NaN	NaN	NaN
2541	NaN	NaN	NaN
2542	NaN	NaN	NaN
2543	NaN	NaN	NaN
2544	NaN	NaN	NaN
2545	NaN	NaN	NaN
2546	NaN	NaN	NaN
2547	NaN	NaN	NaN
2548	NaN	NaN	NaN
2549	NaN	NaN	NaN
2550	NaN	NaN	NaN
2551	NaN	NaN	NaN
2552	NaN	NaN	NaN
2553	NaN	NaN	NaN
2554	NaN	NaN	NaN
2555	NaN	NaN	NaN
2556	NaN	NaN	NaN
2557	NaN	NaN	NaN
2558	NaN	NaN	NaN
2559	NaN	NaN	NaN
2560	NaN	NaN	NaN
2561	NaN	NaN	NaN
2562	NaN	NaN	NaN
2563	NaN	NaN	NaN
2564	NaN	NaN	NaN
2565	NaN	NaN	NaN
2566	NaN	NaN	NaN
2567	NaN	NaN	NaN
2568	NaN	NaN	NaN
2569	NaN	NaN	NaN
2570	NaN	NaN	NaN
2571	NaN	NaN	NaN
2572	NaN	NaN	NaN
2573	NaN	NaN	NaN
2574	NaN	NaN	NaN
2575	NaN	NaN	NaN
2576	NaN	NaN	NaN
2577	NaN	NaN	NaN
2578	NaN	NaN	NaN
2579	NaN	NaN	NaN
2580	NaN	NaN	NaN
2581	NaN	NaN	NaN
2582	NaN	NaN	NaN
2583	NaN	NaN	NaN
2584	NaN	NaN	NaN
2585	NaN	NaN	NaN
2586	NaN	NaN	NaN
2587	NaN	NaN	NaN
2588	NaN	NaN	NaN
2589	NaN	NaN	NaN
2590	NaN	NaN	NaN
2591	NaN	NaN	NaN
2592	NaN	NaN	NaN
2593	NaN	NaN	NaN
2594	NaN	NaN	NaN
2595	NaN	NaN	NaN
2596	NaN	NaN	NaN
2597	NaN	NaN	NaN
2598	NaN	NaN	NaN
2599	NaN	NaN	NaN
2600	NaN	NaN	NaN
2601	NaN	NaN	NaN
2602	NaN	NaN	NaN
2603	NaN	NaN	NaN
2604	NaN	NaN	NaN
2605	NaN	NaN	NaN
2606	NaN	NaN	NaN
2607	NaN	NaN	NaN
2608	NaN	NaN	NaN
2609	NaN	NaN	NaN
2610	NaN	NaN	NaN
2611	NaN	NaN	NaN
2612	NaN	NaN	NaN
2613	NaN	NaN	NaN
2614	NaN	NaN	NaN
2615	NaN	NaN	NaN
2616	NaN	NaN	NaN
2617	NaN	NaN	NaN
2618	NaN	NaN	NaN
2619	NaN	NaN	NaN
2620	NaN	NaN	NaN
2621	NaN	NaN	NaN
2622	NaN	NaN	NaN
2623	NaN	NaN	NaN
2624	NaN	NaN	NaN
2625	NaN	NaN	NaN
2626	NaN	NaN	NaN
2627	NaN	NaN	NaN
2628	NaN	NaN	NaN
2629	NaN	NaN	NaN
2630	NaN	NaN	NaN
2631	NaN	NaN	NaN
2632	NaN	NaN	NaN
2633	NaN	NaN	NaN
2634	NaN	NaN	NaN
2635	NaN	NaN	NaN
2636	NaN	NaN	NaN
2637	NaN	NaN	NaN
2638	NaN	NaN	NaN
2639	NaN	NaN	NaN
2640	NaN	NaN	NaN
2641	NaN	NaN	NaN
2642	NaN	NaN	NaN
2643	NaN	NaN	NaN
2644	NaN	NaN	NaN
2645	NaN	NaN	NaN
2646	NaN	NaN	NaN
2647	NaN	NaN	NaN
2648	NaN	NaN	NaN
2649	NaN	NaN	NaN
2650	NaN	NaN	NaN
2651	NaN	NaN	NaN
2652	NaN	NaN	NaN
2653	NaN	NaN	NaN
2654	NaN	NaN	NaN
2655	NaN	NaN	NaN
2656	NaN	NaN	NaN
2657	NaN	NaN	NaN
2658	NaN	NaN	NaN
2659	NaN	NaN	NaN
2660	NaN	NaN	NaN
2661	NaN	NaN	NaN
2662	NaN	NaN	NaN
2663	NaN	NaN	NaN
2664	NaN	NaN	NaN
2665	NaN	NaN	NaN
2666	NaN	NaN	NaN
2667	NaN	NaN	NaN
2668	NaN	NaN	NaN
2669	NaN	NaN	NaN
2670	NaN	NaN	NaN
2671	NaN	NaN	NaN
2672	NaN	NaN	NaN
2673	NaN	NaN	NaN
2674	NaN	NaN	NaN
2675	NaN	NaN	NaN
2676	NaN	NaN	NaN
2677	NaN	NaN	NaN
2678	NaN	NaN	NaN
2679	NaN	NaN	NaN
2680	NaN	NaN	NaN
2681	NaN	NaN	NaN
2682	NaN	NaN	NaN
2683	NaN	NaN	NaN
2684	NaN	NaN	NaN
2685	NaN	NaN	NaN
2686	NaN	NaN	NaN
2687	NaN	NaN	NaN
2688	NaN	NaN	NaN
2689	NaN	NaN	NaN
2690	NaN	NaN	NaN
2691	NaN	NaN	NaN
2692	NaN	NaN	NaN
2693	NaN	NaN	NaN
2694	NaN	NaN	NaN
2695	NaN	NaN	NaN
2696	NaN	NaN	NaN
2697	NaN	NaN	NaN
2698	NaN	NaN	NaN
2699	NaN	NaN	NaN
2700	NaN	NaN	NaN
2701	NaN	NaN	NaN
2702	NaN	NaN	NaN
2703	NaN	NaN	NaN
2704	NaN	NaN	NaN
2705	NaN	NaN	NaN
2706	NaN	NaN	NaN
2707	NaN	NaN	NaN
2708	NaN	NaN	NaN
2709	NaN	NaN	NaN
2710	NaN	NaN	NaN
2711	NaN	NaN	NaN
2712	NaN	NaN	NaN
2713	NaN	NaN	NaN
2714	NaN	NaN	NaN
2715	NaN	NaN	NaN
2716	NaN	NaN	NaN
2717	NaN	NaN	NaN
2718	NaN	NaN	NaN
2719	NaN	NaN	NaN
2720	NaN	NaN	NaN
2721	NaN	NaN	NaN
2722	NaN	NaN	NaN
2723	NaN	NaN	NaN
2724	NaN	NaN	NaN
2725	NaN	NaN	NaN
2726	NaN	NaN	NaN
2727	NaN	NaN	NaN
2728	NaN	NaN	NaN
2729	NaN	NaN	NaN
2730	NaN	NaN	NaN
2731	NaN	NaN	NaN
2732	NaN	NaN	NaN
2733	NaN	NaN	NaN
2734	NaN	NaN	NaN
2735	NaN	NaN	NaN
2736	NaN	NaN	NaN
2737	NaN	NaN	NaN
2738	NaN	NaN	NaN
2739	NaN	NaN	NaN
2740	NaN	NaN	NaN
2741	NaN	NaN	NaN
2742	NaN	NaN	NaN
2743	NaN	NaN	NaN
2744	NaN	NaN	NaN
2745	NaN	NaN	NaN
2746	NaN	NaN	NaN
2747	NaN	NaN	NaN
2748	NaN	NaN	NaN
2749	NaN	NaN	NaN
2750	NaN	NaN	NaN
2751	NaN	NaN	NaN
